ID,teza,datum_oddaje,vmesna_postaja
7878,0.88,8/2/2018,1/17/2019
7879,17.07,8/6/2018,3/6/2019
7880,0.81,1/4/2018,5/16/2019
7881,17.34,7/3/2018,5/10/2019
7882,0.37,4/22/2018,4/23/2019
7883,13.13,6/28/2018,4/26/2019
7884,9.94,5/15/2018,2/26/2019
7885,10.86,11/9/2018,2/18/2019
7886,17.32,8/17/2018,4/14/2019
7887,1.92,8/26/2018,5/13/2019
7888,18.59,8/15/2018,1/3/2019
7889,15.67,8/21/2018,1/14/2019
7890,14.35,5/27/2018,12/26/2018
7891,13.65,11/24/2018,3/19/2019
7892,10.75,2/3/2018,1/8/2019
7893,16.42,6/1/2018,12/27/2018
7894,13.52,4/12/2018,3/28/2019
7895,9.82,8/17/2018,1/11/2019
7896,7.24,5/26/2018,1/3/2019
7897,2.47,6/22/2018,2/14/2019
7898,14.13,5/1/2018,4/4/2019
7899,6.62,5/11/2018,12/15/2018
7900,18.07,6/13/2018,1/21/2019
7901,10.99,10/11/2018,4/27/2019
7902,10.77,7/23/2018,12/14/2018
7903,18.30,10/6/2018,3/19/2019
7904,13.52,1/26/2018,4/10/2019
7905,10.14,1/27/2018,2/16/2019
7906,19.78,9/18/2018,12/27/2018
7907,12.39,2/3/2018,3/28/2019
7908,14.87,9/8/2018,1/7/2019
7909,3.74,11/7/2018,4/4/2019
7910,4.63,8/19/2018,12/8/2018
7911,9.56,9/20/2018,12/7/2018
7912,0.33,10/28/2018,2/17/2019
7913,5.70,7/2/2018,12/31/2018
7914,15.14,7/2/2018,5/10/2019
7915,17.62,8/9/2018,4/3/2019
7916,13.63,3/2/2018,12/4/2018
7917,18.48,8/3/2018,4/10/2019
7918,18.12,2/27/2018,12/7/2018
7919,6.49,9/9/2018,5/11/2019
7920,12.05,6/22/2018,5/14/2019
7921,2.61,8/31/2018,2/15/2019
7922,14.25,3/19/2018,4/1/2019
7923,18.69,7/8/2018,3/12/2019
7924,12.11,9/20/2018,4/9/2019
7925,13.66,7/5/2018,4/18/2019
7926,13.50,2/3/2018,12/9/2018
7927,19.14,6/28/2018,2/17/2019
7928,14.00,8/31/2018,12/24/2018
7929,0.03,6/15/2018,12/4/2018
7930,13.72,10/19/2018,12/22/2018
7931,17.93,5/12/2018,4/10/2019
7932,5.45,10/30/2018,3/19/2019
7933,12.99,11/17/2018,12/23/2018
7934,2.58,7/7/2018,3/18/2019
7935,7.37,2/15/2018,4/17/2019
7936,18.67,5/17/2018,5/13/2019
7937,11.25,7/22/2018,4/30/2019
7938,5.65,5/17/2018,4/23/2019
7939,2.29,10/10/2018,12/30/2018
7940,2.05,2/10/2018,4/8/2019
7941,6.13,9/4/2018,1/15/2019
7942,0.79,10/14/2018,2/7/2019
7943,10.57,9/22/2018,2/28/2019
7944,9.62,5/22/2018,3/3/2019
7945,4.75,6/14/2018,1/3/2019
7946,14.71,10/16/2018,1/27/2019
7947,14.79,1/19/2018,1/31/2019
7948,14.83,8/26/2018,12/15/2018
7949,0.87,6/30/2018,4/7/2019
7950,12.87,7/15/2018,3/27/2019
7951,19.67,4/6/2018,5/17/2019
7952,13.37,7/26/2018,1/12/2019
7953,13.15,1/21/2018,1/11/2019
7954,1.13,9/12/2018,3/9/2019
7955,15.99,4/24/2018,1/13/2019
7956,3.67,11/25/2018,3/13/2019
7957,13.65,3/25/2018,3/12/2019
7958,5.61,7/29/2018,4/16/2019
7959,11.72,11/5/2018,12/26/2018
7960,15.35,2/9/2018,4/3/2019
7961,13.11,5/18/2018,12/8/2018
7962,0.92,10/3/2018,4/2/2019
7963,8.22,7/14/2018,2/23/2019
7964,18.41,4/20/2018,1/21/2019
7965,7.47,1/25/2018,2/28/2019
7966,7.29,3/20/2018,2/28/2019
7967,1.03,5/9/2018,3/11/2019
7968,12.64,1/30/2018,12/25/2018
7969,7.78,7/14/2018,12/30/2018
7970,18.89,1/27/2018,12/15/2018
7971,4.01,9/13/2018,1/5/2019
7972,6.25,6/17/2018,2/14/2019
7973,8.04,11/3/2018,3/5/2019
7974,17.44,4/4/2018,12/4/2018
7975,8.89,1/2/2018,2/4/2019
7976,18.92,10/21/2018,12/17/2018
7977,3.93,6/17/2018,5/13/2019
7978,5.58,5/7/2018,12/7/2018
7979,7.49,7/27/2018,3/5/2019
7980,5.21,10/31/2018,2/4/2019
7981,14.31,10/9/2018,3/2/2019
7982,3.02,6/27/2018,1/22/2019
7983,6.02,8/17/2018,3/23/2019
7984,3.73,2/17/2018,3/19/2019
7985,7.71,10/7/2018,3/25/2019
7986,4.77,7/6/2018,3/17/2019
7987,13.26,5/17/2018,4/26/2019
7988,1.55,5/2/2018,1/2/2019
7989,7.65,6/20/2018,12/30/2018
7990,8.46,5/15/2018,1/21/2019
7991,7.61,6/12/2018,2/8/2019
7992,10.85,11/12/2018,4/6/2019
7993,5.70,2/2/2018,12/26/2018
7994,5.75,3/10/2018,12/28/2018
7995,19.74,9/21/2018,2/26/2019
7996,7.44,6/30/2018,2/25/2019
7997,10.70,3/26/2018,3/19/2019
7998,17.72,2/18/2018,5/2/2019
7999,1.86,4/1/2018,1/6/2019
8000,4.56,5/22/2018,2/21/2019
8001,18.83,1/6/2018,1/20/2019
8002,15.49,10/11/2018,2/12/2019
8003,10.08,2/20/2018,1/20/2019
8004,0.07,7/3/2018,4/22/2019
8005,11.72,10/18/2018,3/30/2019
8006,16.47,11/7/2018,3/25/2019
8007,7.64,9/29/2018,5/8/2019
8008,15.13,10/15/2018,1/6/2019
8009,11.17,4/6/2018,12/25/2018
8010,11.95,7/5/2018,5/2/2019
8011,16.22,3/15/2018,3/13/2019
8012,12.86,2/17/2018,1/30/2019
8013,11.12,11/24/2018,3/7/2019
8014,18.36,8/5/2018,5/9/2019
8015,18.74,4/1/2018,4/14/2019
8016,11.07,8/14/2018,1/11/2019
8017,2.11,10/22/2018,1/6/2019
8018,5.57,9/20/2018,4/23/2019
8019,0.30,4/23/2018,3/25/2019
8020,2.08,7/14/2018,4/23/2019
8021,10.78,7/30/2018,1/17/2019
8022,16.75,5/28/2018,4/10/2019
8023,11.13,11/21/2018,5/15/2019
8024,19.87,2/8/2018,3/24/2019
8025,11.07,3/4/2018,3/18/2019
8026,1.69,5/16/2018,4/15/2019
8027,0.47,6/28/2018,3/17/2019
8028,3.75,11/25/2018,5/8/2019
8029,10.04,10/17/2018,2/16/2019
8030,9.73,5/26/2018,2/28/2019
8031,14.97,5/3/2018,3/30/2019
8032,8.67,5/1/2018,3/12/2019
8033,10.64,11/22/2018,1/23/2019
8034,19.83,6/30/2018,3/24/2019
8035,11.93,7/2/2018,2/2/2019
8036,10.94,9/23/2018,5/16/2019
8037,19.54,4/30/2018,12/22/2018
8038,6.91,7/29/2018,12/17/2018
8039,1.11,3/7/2018,12/8/2018
8040,11.20,9/27/2018,3/6/2019
8041,13.46,7/13/2018,1/22/2019
8042,0.17,10/4/2018,1/27/2019
8043,11.24,1/28/2018,12/20/2018
8044,0.42,3/16/2018,3/1/2019
8045,14.09,7/15/2018,2/1/2019
8046,14.66,10/23/2018,2/2/2019
8047,9.10,7/8/2018,5/9/2019
8048,6.86,10/21/2018,3/21/2019
8049,14.68,4/1/2018,2/28/2019
8050,4.07,6/1/2018,2/28/2019
8051,9.55,10/19/2018,4/11/2019
8052,15.10,10/12/2018,4/20/2019
8053,1.83,10/26/2018,2/7/2019
8054,18.05,6/4/2018,4/16/2019
8055,11.96,9/16/2018,1/7/2019
8056,16.74,3/20/2018,3/21/2019
8057,8.61,4/2/2018,3/18/2019
8058,19.62,4/2/2018,12/11/2018
8059,1.70,1/18/2018,4/17/2019
8060,10.09,9/29/2018,3/26/2019
8061,9.07,9/7/2018,2/17/2019
8062,11.10,3/1/2018,3/5/2019
8063,18.35,4/12/2018,4/15/2019
8064,8.52,10/19/2018,5/10/2019
8065,14.19,2/24/2018,5/4/2019
8066,8.50,7/22/2018,4/8/2019
8067,7.71,4/26/2018,1/7/2019
8068,15.22,4/12/2018,1/2/2019
8069,19.87,2/28/2018,5/3/2019
8070,4.99,6/12/2018,4/21/2019
8071,4.38,2/4/2018,1/4/2019
8072,19.56,9/15/2018,3/2/2019
8073,3.59,10/22/2018,4/4/2019
8074,17.07,5/31/2018,4/8/2019
8075,14.13,2/5/2018,1/7/2019
8076,9.20,9/2/2018,2/23/2019
8077,9.44,8/19/2018,12/19/2018
8078,15.99,9/2/2018,2/20/2019
8079,11.67,7/9/2018,1/27/2019
8080,1.60,8/12/2018,2/12/2019
8081,11.12,10/17/2018,2/17/2019
8082,3.00,3/2/2018,4/26/2019
8083,10.99,9/18/2018,1/23/2019
8084,11.22,6/16/2018,4/15/2019
8085,4.53,6/9/2018,2/9/2019
8086,8.63,7/23/2018,1/28/2019
8087,3.64,10/31/2018,2/23/2019
8088,19.74,5/4/2018,2/26/2019
8089,14.45,4/24/2018,3/14/2019
8090,2.56,5/5/2018,3/14/2019
8091,11.16,7/13/2018,1/15/2019
8092,0.54,1/22/2018,1/21/2019
8093,6.30,10/15/2018,1/31/2019
8094,8.24,7/8/2018,4/26/2019
8095,13.95,5/9/2018,2/22/2019
8096,5.38,1/31/2018,1/20/2019
8097,6.03,3/20/2018,5/14/2019
8098,17.47,9/25/2018,5/3/2019
8099,18.17,8/9/2018,12/27/2018
8100,5.62,3/9/2018,3/31/2019
8101,11.11,1/2/2018,3/9/2019
8102,7.33,10/8/2018,2/1/2019
8103,12.87,10/23/2018,1/15/2019
8104,13.44,2/27/2018,12/29/2018
8105,8.89,9/3/2018,4/11/2019
8106,5.11,3/5/2018,1/8/2019
8107,10.39,6/16/2018,12/27/2018
8108,19.31,11/2/2018,12/24/2018
8109,9.39,6/3/2018,1/13/2019
8110,11.64,2/25/2018,2/4/2019
8111,16.24,3/29/2018,1/3/2019
8112,11.02,5/5/2018,5/6/2019
8113,13.70,8/24/2018,12/25/2018
8114,7.35,8/20/2018,12/24/2018
8115,6.53,5/11/2018,1/15/2019
8116,2.73,11/19/2018,3/1/2019
8117,16.27,6/30/2018,1/25/2019
8118,0.15,9/16/2018,1/22/2019
8119,1.14,3/4/2018,2/4/2019
8120,13.48,7/12/2018,5/15/2019
8121,5.64,9/16/2018,5/10/2019
8122,16.96,6/9/2018,12/15/2018
8123,16.53,7/17/2018,3/6/2019
8124,3.39,9/15/2018,2/1/2019
8125,13.11,2/28/2018,12/2/2018
8126,19.51,11/4/2018,12/10/2018
8127,7.43,10/22/2018,1/3/2019
8128,6.60,6/24/2018,1/29/2019
8129,10.32,10/18/2018,2/18/2019
8130,7.99,2/14/2018,1/8/2019
8131,10.51,7/4/2018,5/15/2019
8132,7.93,1/2/2018,3/4/2019
8133,18.54,10/18/2018,2/18/2019
8134,10.61,1/19/2018,4/8/2019
8135,13.02,7/4/2018,5/15/2019
8136,14.16,6/19/2018,3/18/2019
8137,18.85,1/30/2018,4/26/2019
8138,6.17,6/14/2018,5/15/2019
8139,7.05,9/13/2018,12/18/2018
8140,7.00,8/27/2018,5/7/2019
8141,11.73,10/7/2018,3/23/2019
8142,19.78,6/20/2018,12/16/2018
8143,13.15,3/4/2018,2/16/2019
8144,19.79,11/14/2018,1/6/2019
8145,13.03,6/1/2018,2/22/2019
8146,14.17,10/24/2018,3/2/2019
8147,1.86,6/19/2018,4/18/2019
8148,13.71,2/26/2018,3/27/2019
8149,16.03,7/31/2018,5/1/2019
8150,1.82,7/15/2018,2/27/2019
8151,15.46,11/20/2018,12/2/2018
8152,14.65,1/31/2018,1/9/2019
8153,6.04,8/11/2018,12/22/2018
8154,2.27,5/7/2018,12/12/2018
8155,16.80,8/16/2018,4/2/2019
8156,11.58,10/31/2018,4/13/2019
8157,18.02,9/11/2018,1/17/2019
8158,19.88,8/24/2018,1/30/2019
8159,2.37,5/11/2018,1/30/2019
8160,11.14,10/12/2018,12/9/2018
8161,3.99,1/31/2018,4/26/2019
8162,8.01,7/8/2018,3/16/2019
8163,1.43,1/7/2018,12/7/2018
8164,9.56,4/6/2018,1/16/2019
8165,13.48,6/14/2018,3/8/2019
8166,3.22,6/30/2018,5/13/2019
8167,13.92,5/23/2018,4/1/2019
8168,5.59,4/20/2018,5/6/2019
8169,5.32,7/2/2018,12/4/2018
8170,3.44,4/25/2018,12/11/2018
8171,16.14,9/9/2018,4/29/2019
8172,16.52,7/14/2018,2/3/2019
8173,16.09,6/2/2018,1/12/2019
8174,11.41,7/13/2018,3/7/2019
8175,6.82,2/28/2018,4/23/2019
8176,7.03,9/10/2018,3/25/2019
8177,6.47,1/27/2018,5/8/2019
8178,15.01,5/15/2018,5/3/2019
8179,19.48,10/8/2018,3/21/2019
8180,8.33,3/27/2018,4/4/2019
8181,14.38,6/7/2018,3/17/2019
8182,16.69,5/8/2018,3/17/2019
8183,14.78,8/15/2018,4/6/2019
8184,5.74,6/10/2018,12/3/2018
8185,18.02,10/15/2018,5/8/2019
8186,4.91,4/7/2018,3/29/2019
8187,11.89,10/1/2018,1/5/2019
8188,16.16,8/6/2018,5/4/2019
8189,10.19,1/20/2018,2/14/2019
8190,17.31,10/15/2018,1/5/2019
8191,11.17,7/16/2018,1/14/2019
8192,0.52,7/31/2018,4/20/2019
8193,12.81,8/20/2018,1/21/2019
8194,10.13,8/22/2018,3/12/2019
8195,1.29,10/6/2018,3/24/2019
8196,3.74,8/28/2018,2/19/2019
8197,15.18,3/8/2018,4/18/2019
8198,16.06,9/4/2018,5/13/2019
8199,17.04,7/21/2018,2/8/2019
8200,17.20,11/26/2018,12/17/2018
8201,10.51,2/4/2018,5/17/2019
8202,15.05,1/5/2018,3/7/2019
8203,9.95,8/5/2018,12/14/2018
8204,5.18,6/4/2018,5/8/2019
8205,15.86,7/25/2018,1/1/2019
8206,6.09,1/31/2018,4/25/2019
8207,0.90,6/20/2018,3/11/2019
8208,15.71,9/12/2018,1/26/2019
8209,8.75,8/20/2018,12/17/2018
8210,9.29,11/21/2018,1/29/2019
8211,4.66,3/29/2018,1/25/2019
8212,5.13,2/19/2018,1/5/2019
8213,9.55,6/9/2018,4/4/2019
8214,5.34,2/18/2018,2/20/2019
8215,16.47,5/14/2018,12/25/2018
8216,13.50,8/13/2018,12/31/2018
8217,17.45,4/30/2018,5/15/2019
8218,16.04,9/21/2018,12/27/2018
8219,7.62,11/9/2018,3/22/2019
8220,11.29,1/18/2018,12/20/2018
8221,7.15,1/26/2018,3/29/2019
8222,10.92,10/10/2018,2/25/2019
8223,5.28,8/24/2018,5/15/2019
8224,18.49,7/18/2018,3/2/2019
8225,1.65,7/11/2018,2/15/2019
8226,17.10,3/3/2018,2/13/2019
8227,12.90,2/12/2018,1/25/2019
8228,14.35,9/16/2018,3/29/2019
8229,1.00,6/25/2018,1/21/2019
8230,15.38,11/24/2018,2/27/2019
8231,6.15,7/17/2018,1/25/2019
8232,7.18,10/9/2018,2/3/2019
8233,14.60,4/13/2018,2/1/2019
8234,1.36,9/12/2018,2/8/2019
8235,9.97,7/20/2018,3/2/2019
8236,15.77,2/9/2018,4/21/2019
8237,3.18,6/11/2018,2/9/2019
8238,4.65,2/19/2018,5/17/2019
8239,16.65,1/23/2018,1/11/2019
8240,1.62,7/31/2018,2/21/2019
8241,3.45,1/20/2018,3/16/2019
8242,14.60,3/4/2018,12/21/2018
8243,15.02,2/21/2018,12/4/2018
8244,5.95,1/7/2018,3/9/2019
8245,13.87,8/15/2018,2/12/2019
8246,3.49,4/9/2018,1/20/2019
8247,2.65,11/6/2018,3/9/2019
8248,18.49,8/6/2018,1/28/2019
8249,3.39,5/27/2018,3/21/2019
8250,1.33,9/11/2018,5/9/2019
8251,17.67,6/24/2018,4/21/2019
8252,16.01,7/8/2018,1/5/2019
8253,2.25,9/5/2018,4/2/2019
8254,19.02,3/9/2018,4/25/2019
8255,18.45,6/15/2018,4/9/2019
8256,16.69,2/18/2018,5/6/2019
8257,20.00,8/16/2018,4/16/2019
8258,17.03,5/25/2018,4/6/2019
8259,16.74,5/18/2018,4/27/2019
8260,11.72,2/15/2018,4/9/2019
8261,4.56,5/26/2018,1/13/2019
8262,17.71,8/12/2018,3/9/2019
8263,18.69,1/13/2018,4/30/2019
8264,18.29,3/20/2018,1/21/2019
8265,0.42,2/4/2018,12/10/2018
8266,7.79,5/16/2018,2/27/2019
8267,18.42,4/1/2018,2/19/2019
8268,18.73,3/25/2018,3/9/2019
8269,1.61,7/29/2018,4/29/2019
8270,15.84,7/23/2018,12/27/2018
8271,7.76,5/8/2018,3/1/2019
8272,19.15,2/24/2018,4/13/2019
8273,14.96,1/24/2018,12/21/2018
8274,7.38,4/11/2018,1/9/2019
8275,12.37,1/19/2018,3/25/2019
8276,16.78,1/14/2018,3/27/2019
8277,10.19,10/22/2018,4/22/2019
8278,1.26,10/6/2018,5/1/2019
8279,8.30,2/28/2018,1/28/2019
8280,12.34,9/26/2018,2/21/2019
8281,15.71,2/8/2018,5/8/2019
8282,10.18,10/10/2018,12/3/2018
8283,4.17,2/22/2018,2/15/2019
8284,16.66,3/25/2018,1/1/2019
8285,12.35,10/26/2018,2/22/2019
8286,8.28,4/5/2018,3/4/2019
8287,1.39,7/1/2018,5/6/2019
8288,0.60,5/16/2018,1/17/2019
8289,4.62,2/14/2018,2/2/2019
8290,2.11,5/14/2018,4/15/2019
8291,10.82,10/16/2018,4/27/2019
8292,6.16,3/4/2018,1/13/2019
8293,9.22,2/11/2018,1/5/2019
8294,1.74,10/8/2018,4/6/2019
8295,13.76,4/5/2018,5/5/2019
8296,19.35,3/14/2018,3/28/2019
8297,11.12,2/23/2018,1/24/2019
8298,14.38,8/20/2018,5/6/2019
8299,0.51,1/3/2018,2/26/2019
8300,14.44,8/3/2018,3/11/2019
8301,13.32,9/18/2018,3/21/2019
8302,7.38,10/16/2018,12/21/2018
8303,1.40,10/5/2018,4/3/2019
8304,2.23,2/23/2018,4/2/2019
8305,1.41,11/9/2018,3/8/2019
8306,9.17,11/30/2018,2/22/2019
8307,17.34,8/1/2018,1/8/2019
8308,7.38,8/24/2018,2/17/2019
8309,13.28,4/16/2018,1/9/2019
8310,3.39,3/15/2018,4/10/2019
8311,2.63,8/4/2018,2/17/2019
8312,15.33,11/27/2018,12/5/2018
8313,18.31,6/25/2018,12/28/2018
8314,17.13,6/1/2018,3/18/2019
8315,9.67,6/16/2018,2/7/2019
8316,14.08,8/3/2018,12/18/2018
8317,18.76,6/27/2018,4/27/2019
8318,18.02,11/4/2018,4/16/2019
8319,11.04,9/4/2018,2/21/2019
8320,19.68,2/28/2018,12/24/2018
8321,19.81,4/15/2018,12/28/2018
8322,0.16,7/15/2018,12/5/2018
8323,3.12,3/23/2018,4/22/2019
8324,2.64,4/19/2018,4/2/2019
8325,12.69,7/9/2018,12/18/2018
8326,14.82,3/7/2018,3/6/2019
8327,17.82,10/20/2018,4/20/2019
8328,3.29,11/20/2018,3/4/2019
8329,3.88,5/9/2018,2/14/2019
8330,4.74,8/21/2018,4/17/2019
8331,19.23,5/15/2018,4/23/2019
8332,6.88,2/21/2018,2/12/2019
8333,18.95,7/30/2018,3/12/2019
8334,13.41,9/24/2018,2/19/2019
8335,8.55,11/28/2018,3/9/2019
8336,7.82,9/18/2018,3/12/2019
8337,16.63,5/14/2018,12/15/2018
8338,9.15,1/3/2018,5/11/2019
8339,16.76,11/6/2018,3/16/2019
8340,6.86,10/4/2018,12/27/2018
8341,4.13,3/1/2018,4/16/2019
8342,1.21,4/5/2018,3/29/2019
8343,5.78,11/13/2018,1/25/2019
8344,4.13,6/6/2018,3/9/2019
8345,0.60,9/10/2018,3/8/2019
8346,2.40,1/8/2018,1/2/2019
8347,18.32,1/27/2018,4/5/2019
8348,9.57,5/29/2018,12/6/2018
8349,1.62,7/26/2018,12/19/2018
8350,10.89,6/20/2018,2/26/2019
8351,7.06,8/13/2018,5/11/2019
8352,8.89,4/14/2018,3/29/2019
8353,16.71,1/18/2018,12/11/2018
8354,3.68,4/7/2018,5/9/2019
8355,16.77,1/13/2018,3/9/2019
8356,0.66,11/23/2018,12/2/2018
8357,9.11,10/19/2018,3/11/2019
8358,6.02,10/20/2018,3/24/2019
8359,0.12,10/31/2018,3/28/2019
8360,19.68,2/28/2018,4/30/2019
8361,0.48,1/9/2018,4/12/2019
8362,19.80,1/25/2018,1/4/2019
8363,1.49,3/15/2018,4/22/2019
8364,3.89,9/26/2018,12/18/2018
8365,14.60,11/1/2018,3/13/2019
8366,10.54,3/26/2018,1/14/2019
8367,2.24,3/20/2018,5/17/2019
8368,5.57,5/31/2018,3/8/2019
8369,0.38,10/14/2018,3/18/2019
8370,5.99,1/7/2018,1/31/2019
8371,3.28,6/27/2018,12/16/2018
8372,19.65,3/9/2018,2/3/2019
8373,9.63,11/21/2018,3/4/2019
8374,1.61,2/3/2018,4/22/2019
8375,10.18,3/4/2018,4/12/2019
8376,1.33,9/3/2018,1/23/2019
8377,8.57,3/30/2018,3/3/2019
8378,18.10,3/22/2018,2/13/2019
8379,9.67,6/18/2018,4/27/2019
8380,8.02,6/29/2018,5/3/2019
8381,1.60,1/14/2018,12/16/2018
8382,2.75,5/15/2018,12/13/2018
8383,9.50,7/25/2018,3/6/2019
8384,7.66,1/5/2018,3/16/2019
8385,13.61,10/31/2018,3/15/2019
8386,18.01,1/16/2018,5/14/2019
8387,8.50,2/20/2018,4/3/2019
8388,2.40,6/1/2018,3/11/2019
8389,5.55,7/20/2018,3/15/2019
8390,18.72,7/2/2018,2/17/2019
8391,19.71,8/7/2018,3/5/2019
8392,19.79,5/6/2018,5/1/2019
8393,16.17,10/23/2018,4/24/2019
8394,7.88,6/30/2018,4/30/2019
8395,16.62,7/3/2018,1/27/2019
8396,5.81,6/30/2018,4/18/2019
8397,12.54,3/16/2018,1/13/2019
8398,19.51,8/4/2018,3/16/2019
8399,1.40,4/19/2018,1/28/2019
8400,14.02,1/21/2018,2/5/2019
8401,17.36,5/22/2018,12/30/2018
8402,3.34,8/24/2018,1/6/2019
8403,14.94,10/17/2018,2/14/2019
8404,16.82,4/13/2018,5/14/2019
8405,8.45,8/24/2018,1/23/2019
8406,0.56,1/23/2018,2/22/2019
8407,6.43,2/8/2018,12/7/2018
8408,5.42,10/8/2018,1/10/2019
8409,12.94,10/20/2018,4/6/2019
8410,4.31,8/17/2018,1/27/2019
8411,7.26,10/17/2018,4/1/2019
8412,13.67,1/5/2018,3/4/2019
8413,11.24,3/5/2018,4/3/2019
8414,19.78,1/6/2018,12/14/2018
8415,10.16,6/30/2018,1/21/2019
8416,8.37,6/19/2018,12/13/2018
8417,17.43,1/19/2018,3/21/2019
8418,5.20,3/3/2018,3/28/2019
8419,12.16,7/1/2018,1/17/2019
8420,6.85,11/20/2018,12/20/2018
8421,17.18,2/4/2018,1/2/2019
8422,8.26,10/29/2018,4/29/2019
8423,12.48,5/5/2018,1/10/2019
8424,6.13,11/16/2018,12/10/2018
8425,7.04,9/5/2018,5/9/2019
8426,4.99,6/2/2018,4/16/2019
8427,19.37,9/8/2018,1/21/2019
8428,13.68,6/13/2018,4/5/2019
8429,9.04,3/15/2018,3/24/2019
8430,13.93,11/19/2018,1/18/2019
8431,15.95,2/19/2018,2/23/2019
8432,12.46,3/10/2018,12/26/2018
8433,12.24,10/21/2018,4/1/2019
8434,5.13,8/30/2018,4/30/2019
8435,16.68,9/2/2018,4/1/2019
8436,17.99,7/6/2018,12/13/2018
8437,16.77,3/5/2018,4/4/2019
8438,0.22,3/9/2018,2/25/2019
8439,0.96,5/3/2018,3/8/2019
8440,9.45,4/6/2018,2/21/2019
8441,9.69,10/5/2018,4/11/2019
8442,19.10,5/24/2018,2/7/2019
8443,18.59,11/25/2018,5/6/2019
8444,9.57,11/19/2018,12/24/2018
8445,10.53,9/25/2018,12/4/2018
8446,13.38,10/5/2018,3/29/2019
8447,14.09,3/25/2018,12/24/2018
8448,14.55,8/23/2018,4/12/2019
8449,11.83,9/6/2018,4/3/2019
8450,13.46,8/30/2018,1/18/2019
8451,4.43,11/3/2018,3/25/2019
8452,1.60,4/4/2018,1/27/2019
8453,13.58,11/24/2018,4/19/2019
8454,2.18,11/2/2018,5/3/2019
8455,8.00,3/12/2018,1/1/2019
8456,2.96,10/30/2018,2/14/2019
8457,5.31,11/14/2018,3/26/2019
8458,19.35,6/29/2018,2/1/2019
8459,1.21,6/23/2018,1/16/2019
8460,14.04,9/22/2018,12/9/2018
8461,7.96,4/16/2018,2/10/2019
8462,5.25,10/18/2018,4/13/2019
8463,12.33,9/30/2018,3/4/2019
8464,13.88,2/12/2018,4/30/2019
8465,14.69,1/11/2018,12/30/2018
8466,5.47,4/2/2018,12/25/2018
8467,4.79,4/30/2018,12/21/2018
8468,3.78,8/3/2018,1/20/2019
8469,15.46,7/3/2018,3/14/2019
8470,19.73,2/13/2018,1/26/2019
8471,6.15,7/1/2018,4/19/2019
8472,14.80,10/22/2018,1/10/2019
8473,15.53,8/18/2018,3/21/2019
8474,12.45,2/23/2018,5/3/2019
8475,7.79,10/12/2018,4/22/2019
8476,14.17,6/22/2018,2/17/2019
8477,17.61,11/7/2018,3/18/2019
8478,16.08,9/29/2018,3/25/2019
8479,11.24,7/3/2018,5/6/2019
8480,2.81,6/14/2018,4/24/2019
8481,10.78,6/27/2018,1/30/2019
8482,2.53,1/16/2018,12/12/2018
8483,7.56,11/12/2018,3/9/2019
8484,2.72,2/20/2018,3/29/2019
8485,1.41,9/6/2018,4/8/2019
8486,13.01,3/4/2018,4/20/2019
8487,1.48,1/10/2018,2/3/2019
8488,18.03,9/10/2018,4/16/2019
8489,5.22,9/4/2018,3/1/2019
8490,19.05,6/24/2018,2/3/2019
8491,4.68,3/25/2018,1/13/2019
8492,3.33,8/12/2018,4/5/2019
8493,17.48,10/19/2018,2/24/2019
8494,11.40,7/30/2018,5/12/2019
8495,17.63,1/28/2018,2/3/2019
8496,17.98,5/11/2018,4/15/2019
8497,3.63,1/18/2018,3/28/2019
8498,17.15,8/31/2018,2/6/2019
8499,9.09,3/10/2018,12/4/2018
8500,15.81,6/4/2018,3/8/2019
8501,19.23,6/14/2018,1/13/2019
8502,7.34,10/29/2018,2/10/2019
8503,15.52,3/15/2018,3/26/2019
8504,13.29,4/6/2018,3/10/2019
8505,6.99,4/1/2018,5/2/2019
8506,16.78,2/8/2018,12/3/2018
8507,0.11,2/28/2018,12/11/2018
8508,9.51,3/30/2018,1/12/2019
8509,2.00,2/28/2018,12/30/2018
8510,4.60,11/25/2018,4/16/2019
8511,7.18,4/14/2018,2/26/2019
8512,3.37,7/9/2018,5/6/2019
8513,17.30,10/25/2018,2/27/2019
8514,19.57,9/5/2018,3/27/2019
8515,7.78,7/9/2018,12/7/2018
8516,5.04,7/15/2018,1/18/2019
8517,15.11,11/4/2018,3/17/2019
8518,6.38,4/20/2018,4/2/2019
8519,16.56,1/21/2018,5/15/2019
8520,13.80,1/12/2018,4/24/2019
8521,4.87,6/18/2018,3/31/2019
8522,7.68,3/27/2018,12/10/2018
8523,12.99,10/17/2018,1/28/2019
8524,4.25,11/4/2018,12/11/2018
8525,3.31,11/23/2018,3/2/2019
8526,4.18,3/4/2018,12/2/2018
8527,11.73,2/25/2018,4/7/2019
8528,3.78,4/24/2018,12/3/2018
8529,19.60,10/25/2018,12/13/2018
8530,19.55,4/25/2018,12/25/2018
8531,4.76,5/29/2018,4/21/2019
8532,4.41,7/27/2018,4/21/2019
8533,0.84,10/6/2018,2/12/2019
8534,3.52,1/31/2018,12/27/2018
8535,4.27,5/17/2018,5/6/2019
8536,12.31,11/24/2018,5/6/2019
8537,19.47,9/1/2018,1/24/2019
8538,16.77,6/22/2018,2/11/2019
8539,13.16,9/19/2018,3/1/2019
8540,5.28,7/12/2018,3/1/2019
8541,4.17,9/27/2018,4/12/2019
8542,19.83,9/15/2018,3/27/2019
