ID,datum oddaje,vmesna postaja,teza
7428,7/17/2018,10/11/2018,6.68
7429,11/24/2018,1/18/2019,18.92
7430,11/21/2018,1/25/2018,4.43
7431,10/10/2018,1/19/2018,8.70
7432,9/14/2018,4/11/2018,6.53
7433,5/26/2018,11/15/2018,4.78
7434,8/4/2018,1/20/2019,12.40
7435,3/16/2018,9/6/2017,0.23
7436,9/16/2018,5/15/2019,0.32
7437,6/5/2018,6/28/2017,1.16
7438,6/7/2018,12/30/2017,11.21
7439,9/22/2018,5/24/2017,18.26
7440,8/27/2018,4/5/2019,3.06
7441,1/4/2018,11/23/2018,8.17
7442,5/19/2018,6/11/2018,12.32
7443,10/12/2018,4/12/2018,19.15
7444,7/18/2018,10/11/2017,4.15
7445,10/20/2018,1/26/2019,15.65
7446,1/19/2018,10/22/2017,8.94
7447,2/22/2018,7/13/2018,12.52
7448,10/7/2018,4/6/2018,19.45
7449,7/21/2018,7/30/2017,5.56
7450,9/25/2018,5/18/2019,3.16
7451,11/20/2018,1/3/2019,8.10
7452,1/14/2018,1/24/2018,3.84
7453,9/12/2018,10/22/2018,9.71
7454,10/27/2018,4/30/2018,10.07
7455,11/30/2018,6/6/2018,19.16
7456,6/23/2018,3/9/2018,11.54
7457,8/19/2018,10/10/2017,9.00
7458,4/17/2018,1/26/2019,10.31
7459,8/5/2018,10/6/2017,8.74
7460,9/13/2018,2/19/2018,19.60
7461,8/12/2018,1/24/2019,9.26
7462,10/17/2018,2/27/2019,10.35
7463,2/24/2018,11/7/2017,14.75
7464,4/30/2018,9/1/2018,9.24
7465,5/28/2018,2/16/2019,1.31
7466,1/26/2018,4/1/2018,14.33
7467,6/15/2018,3/9/2019,11.77
7468,8/16/2018,3/17/2019,17.55
7469,10/29/2018,9/26/2018,9.36
7470,4/16/2018,11/12/2018,4.23
7471,2/17/2018,8/23/2018,14.80
7472,9/23/2018,3/29/2018,0.86
7473,7/1/2018,4/14/2018,11.23
7474,8/3/2018,3/14/2018,15.71
7475,9/2/2018,7/3/2018,14.87
7476,6/15/2018,10/5/2018,17.85
7477,1/26/2018,9/15/2017,15.88
7478,6/21/2018,8/19/2017,13.40
7479,6/19/2018,11/5/2018,18.93
7480,11/19/2018,8/28/2018,10.09
7481,2/9/2018,2/4/2018,5.43
7482,1/5/2018,1/24/2018,15.39
7483,4/10/2018,3/17/2019,13.88
7484,3/26/2018,12/10/2017,6.21
7485,4/2/2018,3/22/2019,11.43
7486,10/20/2018,12/20/2018,18.20
7487,10/29/2018,9/29/2017,4.13
7488,7/29/2018,8/13/2017,18.47
7489,2/17/2018,5/20/2017,15.19
7490,11/15/2018,12/27/2017,6.69
7491,6/4/2018,12/28/2018,0.87
7492,9/6/2018,7/4/2017,7.35
7493,5/16/2018,9/25/2017,4.91
7494,8/20/2018,5/28/2017,8.24
7495,8/16/2018,4/7/2018,1.16
7496,1/7/2018,12/13/2017,5.32
7497,11/20/2018,9/27/2017,8.20
7498,1/18/2018,9/22/2018,11.96
7499,10/25/2018,3/2/2019,18.15
7500,7/1/2018,12/4/2017,14.77
7501,8/14/2018,8/9/2017,6.31
7502,8/4/2018,3/26/2018,4.84
7503,6/20/2018,9/14/2018,18.00
7504,8/30/2018,12/13/2017,19.65
7505,5/20/2018,5/19/2018,13.23
7506,9/11/2018,11/27/2017,3.51
7507,7/29/2018,7/20/2018,0.82
7508,6/29/2018,3/27/2018,16.41
7509,3/22/2018,11/10/2017,10.95
7510,8/31/2018,6/8/2017,0.83
7511,3/30/2018,10/8/2018,9.16
7512,11/2/2018,12/7/2017,1.02
7513,9/3/2018,7/22/2017,10.63
7514,7/22/2018,9/2/2017,18.16
7515,6/30/2018,6/10/2017,3.17
7516,9/21/2018,7/29/2017,15.55
7517,5/29/2018,6/28/2018,12.12
7518,11/8/2018,5/8/2018,0.49
7519,1/23/2018,1/24/2019,17.49
7520,10/3/2018,10/25/2018,16.94
7521,3/12/2018,11/4/2017,10.84
7522,11/27/2018,5/12/2018,19.19
7523,9/28/2018,12/23/2017,3.28
7524,8/28/2018,12/10/2017,2.35
7525,6/7/2018,5/18/2018,17.65
7526,5/13/2018,8/20/2017,14.47
7527,2/16/2018,8/16/2017,0.17
7528,4/18/2018,10/24/2018,12.42
7529,4/14/2018,2/28/2019,19.77
7530,1/23/2018,10/21/2017,18.09
7531,6/15/2018,1/18/2018,18.97
7532,1/6/2018,9/17/2017,7.39
7533,11/10/2018,8/1/2017,8.20
7534,11/19/2018,3/29/2019,3.83
7535,2/25/2018,11/18/2018,10.82
7536,7/28/2018,9/3/2017,12.30
7537,6/2/2018,5/20/2017,7.71
7538,3/26/2018,11/5/2017,10.87
7539,7/18/2018,7/18/2018,8.88
7540,3/26/2018,2/20/2018,0.31
7541,11/7/2018,7/9/2018,5.22
7542,8/2/2018,10/14/2018,2.31
7543,5/31/2018,4/18/2018,2.89
7544,11/16/2018,4/4/2019,0.52
7545,2/24/2018,11/13/2017,3.13
7546,9/16/2018,2/9/2019,6.13
7547,3/17/2018,11/25/2017,16.30
7548,1/27/2018,9/3/2017,5.80
7549,6/10/2018,8/11/2017,6.31
7550,1/26/2018,12/23/2017,18.69
7551,8/22/2018,6/27/2017,11.35
7552,1/22/2018,9/3/2018,5.85
7553,8/14/2018,10/31/2017,6.69
7554,6/14/2018,7/29/2017,19.46
7555,3/29/2018,11/14/2017,5.96
7556,5/14/2018,5/31/2017,13.66
7557,8/7/2018,2/10/2019,8.50
7558,7/24/2018,7/26/2018,5.84
7559,11/15/2018,12/18/2017,11.45
7560,2/19/2018,12/29/2018,2.43
7561,5/27/2018,1/27/2018,9.62
7562,11/20/2018,10/15/2018,11.50
7563,7/29/2018,1/31/2018,0.01
7564,5/27/2018,3/5/2018,19.21
7565,3/5/2018,5/6/2018,11.59
7566,2/15/2018,12/25/2018,8.83
7567,10/15/2018,9/27/2017,8.53
7568,11/1/2018,1/4/2018,10.87
7569,10/2/2018,2/19/2019,0.29
7570,6/17/2018,1/27/2018,15.70
7571,1/22/2018,9/25/2018,5.13
7572,11/10/2018,5/22/2017,12.75
7573,7/2/2018,6/13/2017,0.67
7574,11/8/2018,1/3/2019,14.74
7575,5/11/2018,1/27/2018,3.46
7576,2/19/2018,9/5/2017,0.94
7577,3/7/2018,10/13/2017,14.33
7578,9/9/2018,2/7/2018,15.05
7579,3/5/2018,6/11/2018,13.55
7580,1/19/2018,6/23/2018,13.92
7581,10/17/2018,10/15/2018,12.28
7582,10/2/2018,11/22/2018,1.20
7583,11/25/2018,12/11/2017,6.22
7584,9/13/2018,9/30/2017,17.90
7585,2/13/2018,10/30/2018,0.80
7586,6/28/2018,4/1/2019,10.41
7587,1/27/2018,5/29/2018,15.31
7588,2/3/2018,7/13/2017,9.23
7589,8/29/2018,10/1/2018,18.05
7590,10/12/2018,1/14/2019,17.63
7591,1/6/2018,10/14/2018,8.20
7592,2/21/2018,10/7/2018,14.86
7593,1/8/2018,4/20/2018,7.56
7594,5/11/2018,10/22/2017,16.97
7595,8/26/2018,3/3/2019,14.33
7596,2/11/2018,8/8/2018,5.65
7597,2/23/2018,1/1/2019,2.54
7598,2/14/2018,9/2/2017,16.44
7599,2/24/2018,4/9/2018,4.80
7600,8/7/2018,1/2/2019,18.43
7601,1/31/2018,10/9/2017,17.21
7602,10/15/2018,5/17/2018,8.40
7603,5/1/2018,2/26/2019,19.67
7604,10/27/2018,2/4/2018,16.23
7605,1/6/2018,4/8/2019,13.30
7606,3/10/2018,7/5/2017,6.99
7607,6/27/2018,1/3/2018,9.90
7608,8/22/2018,2/23/2018,7.41
7609,10/23/2018,4/30/2018,7.32
7610,3/2/2018,10/13/2018,13.45
7611,8/19/2018,7/30/2018,2.03
7612,1/3/2018,8/7/2017,14.83
7613,11/5/2018,10/25/2018,9.36
7614,6/30/2018,10/29/2018,1.78
7615,4/21/2018,1/8/2018,14.46
7616,9/24/2018,6/5/2018,0.20
7617,8/1/2018,5/15/2018,3.37
7618,10/23/2018,5/23/2018,16.84
7619,3/26/2018,7/2/2018,7.96
7620,5/27/2018,9/4/2017,16.52
7621,1/14/2018,7/12/2018,6.55
7622,6/30/2018,4/14/2019,4.30
7623,8/24/2018,3/27/2019,15.90
7624,3/4/2018,12/25/2018,8.99
7625,11/16/2018,3/27/2018,18.02
7626,7/20/2018,1/7/2019,8.26
7627,4/12/2018,2/11/2018,7.61
7628,11/28/2018,1/22/2018,15.30
7629,8/24/2018,12/27/2017,9.01
7630,4/13/2018,10/8/2018,9.20
7631,6/17/2018,6/7/2017,3.03
7632,9/26/2018,7/1/2018,2.83
7633,7/26/2018,12/25/2017,10.40
7634,3/31/2018,12/25/2018,14.36
7635,7/26/2018,10/20/2017,12.91
7636,3/28/2018,7/16/2018,19.00
7637,3/18/2018,11/30/2018,6.80
7638,7/31/2018,10/23/2017,3.03
7639,5/26/2018,8/29/2017,0.29
7640,11/30/2018,8/24/2017,13.58
7641,9/27/2018,12/9/2017,8.12
7642,6/10/2018,7/8/2018,13.40
7643,2/20/2018,12/25/2018,12.97
7644,3/17/2018,10/26/2017,6.55
7645,5/4/2018,1/2/2019,3.82
7646,10/1/2018,3/29/2018,0.83
7647,11/12/2018,3/7/2019,15.94
7648,10/25/2018,6/10/2017,4.82
7649,1/28/2018,9/5/2017,3.97
7650,7/27/2018,8/8/2018,19.21
7651,1/12/2018,3/29/2019,4.87
7652,3/6/2018,11/19/2018,5.62
7653,3/20/2018,1/7/2018,9.51
7654,3/26/2018,12/18/2018,17.62
7655,4/5/2018,12/11/2018,15.26
7656,8/11/2018,5/3/2019,18.01
7657,5/6/2018,8/12/2018,7.84
7658,1/20/2018,1/25/2018,0.82
7659,3/8/2018,1/26/2019,0.93
7660,9/27/2018,11/17/2017,13.61
7661,4/14/2018,10/17/2017,0.71
7662,3/19/2018,1/3/2019,17.25
7663,10/30/2018,6/13/2017,8.64
7664,3/20/2018,5/25/2018,0.27
7665,1/19/2018,10/15/2018,1.09
7666,9/28/2018,10/16/2018,17.94
7667,4/30/2018,5/2/2018,11.12
7668,6/18/2018,10/8/2017,15.58
7669,11/30/2018,1/14/2019,13.85
7670,5/15/2018,3/17/2019,16.30
7671,3/5/2018,7/21/2018,5.00
7672,7/7/2018,4/5/2019,11.59
7673,6/13/2018,10/27/2018,14.79
7674,2/24/2018,3/4/2018,14.18
7675,3/19/2018,12/16/2017,2.01
7676,5/3/2018,1/5/2019,4.65
7677,5/1/2018,1/23/2019,18.09
7678,8/4/2018,2/6/2018,8.73
7679,8/28/2018,3/29/2018,12.83
7680,2/15/2018,1/6/2019,16.68
7681,7/27/2018,2/12/2018,17.95
7682,5/6/2018,3/29/2019,0.93
7683,4/5/2018,4/22/2019,11.20
7684,10/7/2018,8/8/2017,6.44
7685,3/20/2018,4/14/2018,3.20
7686,7/8/2018,3/5/2018,1.53
7687,1/20/2018,8/10/2017,7.55
7688,6/30/2018,10/7/2018,12.79
7689,1/22/2018,8/25/2018,7.07
7690,4/14/2018,2/27/2018,11.31
7691,2/9/2018,9/13/2018,4.22
7692,5/3/2018,4/23/2018,1.41
7693,10/24/2018,11/11/2017,3.69
7694,9/13/2018,9/27/2018,13.26
7695,2/19/2018,10/18/2018,6.32
7696,1/25/2018,3/20/2018,7.63
7697,6/23/2018,4/16/2018,12.94
7698,8/13/2018,11/30/2017,11.45
7699,6/7/2018,8/14/2018,17.63
7700,10/19/2018,11/13/2018,13.83
7701,4/11/2018,9/4/2018,17.40
7702,9/11/2018,9/16/2017,18.77
7703,7/2/2018,7/10/2017,1.91
7704,5/3/2018,9/4/2017,4.82
7705,3/23/2018,2/13/2019,17.04
7706,1/9/2018,12/12/2017,6.11
7707,9/27/2018,6/16/2017,15.63
7708,4/25/2018,6/14/2018,2.12
7709,2/2/2018,2/28/2019,9.50
7710,4/23/2018,6/1/2017,9.16
7711,1/31/2018,10/11/2018,7.74
7712,11/19/2018,5/30/2017,1.97
7713,11/25/2018,12/21/2017,1.16
7714,10/3/2018,6/9/2017,6.16
7715,11/2/2018,6/13/2018,1.85
7716,3/12/2018,9/27/2017,19.27
7717,3/5/2018,3/20/2019,3.47
7718,2/1/2018,7/1/2017,14.93
7719,10/23/2018,4/14/2019,15.69
7720,5/27/2018,4/29/2019,16.26
7721,3/1/2018,11/28/2018,8.68
7722,4/28/2018,2/19/2018,5.55
7723,6/16/2018,6/10/2017,18.25
7724,3/5/2018,11/21/2018,8.49
7725,10/19/2018,1/19/2018,13.80
7726,8/8/2018,11/29/2018,11.47
7727,3/2/2018,5/17/2018,5.63
7728,6/26/2018,9/23/2018,2.03
7729,1/12/2018,7/31/2018,14.48
7730,4/7/2018,1/5/2018,11.46
7731,5/24/2018,12/4/2017,12.06
7732,3/25/2018,4/4/2018,11.66
7733,8/11/2018,1/22/2018,9.41
7734,11/14/2018,8/2/2018,17.76
7735,11/30/2018,11/4/2017,10.00
7736,10/23/2018,12/18/2018,14.52
7737,9/20/2018,8/9/2017,19.63
7738,7/19/2018,9/15/2018,11.94
7739,8/28/2018,6/3/2018,17.17
7740,11/3/2018,4/28/2019,10.32
7741,6/23/2018,3/13/2018,5.86
7742,5/23/2018,12/24/2018,13.03
7743,8/30/2018,10/20/2018,16.97
7744,3/17/2018,3/28/2018,0.84
7745,3/21/2018,11/12/2018,11.05
7746,5/14/2018,7/27/2018,3.19
7747,11/15/2018,8/27/2018,6.09
7748,4/14/2018,12/17/2018,0.01
7749,7/25/2018,7/6/2018,13.70
7750,10/13/2018,2/24/2019,7.55
7751,7/25/2018,11/10/2018,14.75
7752,9/18/2018,7/14/2018,14.55
7753,1/29/2018,11/2/2017,18.76
7754,5/28/2018,3/7/2018,1.38
7755,6/11/2018,3/23/2019,5.95
7756,11/1/2018,4/24/2018,4.60
7757,10/23/2018,1/2/2018,15.05
7758,4/10/2018,7/11/2017,14.13
7759,5/15/2018,1/31/2019,0.25
7760,4/14/2018,5/15/2018,11.54
7761,1/21/2018,9/12/2018,15.22
7762,7/15/2018,10/10/2017,2.59
7763,10/5/2018,11/12/2018,16.52
7764,9/8/2018,7/12/2017,6.45
7765,8/2/2018,9/16/2018,5.20
7766,1/13/2018,10/18/2018,9.26
7767,3/31/2018,4/29/2018,0.63
7768,8/9/2018,4/15/2019,17.70
7769,7/6/2018,5/12/2018,9.20
7770,8/3/2018,10/2/2017,6.72
7771,2/19/2018,6/14/2018,0.93
7772,9/25/2018,10/13/2018,15.88
7773,2/20/2018,5/9/2019,9.22
7774,5/8/2018,7/1/2018,2.80
7775,6/4/2018,3/5/2018,7.81
7776,9/12/2018,7/9/2018,12.10
7777,1/20/2018,6/25/2018,4.12
7778,8/28/2018,3/20/2018,8.19
7779,9/14/2018,4/19/2018,11.94
7780,1/15/2018,11/13/2018,19.82
7781,8/24/2018,7/24/2017,0.06
7782,5/24/2018,1/19/2018,7.56
7783,5/30/2018,7/14/2017,4.15
7784,7/9/2018,5/9/2018,11.38
7785,6/17/2018,5/26/2018,13.41
7786,8/9/2018,2/20/2018,3.67
7787,1/27/2018,5/18/2018,19.83
7788,4/21/2018,7/4/2017,15.69
7789,1/24/2018,5/13/2018,4.58
7790,1/27/2018,12/25/2017,0.77
7791,8/7/2018,7/17/2017,6.92
7792,5/6/2018,8/1/2018,7.85
7793,3/11/2018,11/24/2018,13.17
7794,5/18/2018,6/17/2017,14.12
7795,3/7/2018,10/15/2017,6.03
7796,6/20/2018,7/7/2018,1.34
7797,3/28/2018,5/25/2018,8.58
7798,9/2/2018,9/10/2018,3.80
7799,10/3/2018,9/15/2018,8.62
7800,1/20/2018,2/5/2019,17.00
7801,2/24/2018,12/22/2017,10.75
7802,4/30/2018,5/29/2018,10.02
7803,1/9/2018,6/8/2018,8.37
7804,11/1/2018,8/27/2018,7.17
7805,11/29/2018,11/26/2017,17.04
7806,7/30/2018,5/3/2019,3.25
7807,9/21/2018,1/16/2019,12.95
7808,7/29/2018,6/3/2017,11.69
7809,1/23/2018,11/11/2018,4.14
7810,7/4/2018,2/20/2018,16.00
7811,7/9/2018,3/21/2018,15.45
7812,6/4/2018,9/29/2017,7.02
7813,8/1/2018,3/3/2018,19.49
7814,4/17/2018,8/21/2017,19.24
7815,3/1/2018,9/30/2018,18.29
7816,3/25/2018,2/11/2018,10.56
7817,8/26/2018,8/27/2017,7.60
7818,9/15/2018,1/23/2019,16.31
7819,11/17/2018,11/9/2017,3.69
7820,5/16/2018,6/12/2018,12.77
7821,4/21/2018,5/31/2018,19.25
7822,8/23/2018,8/1/2018,0.13
7823,6/8/2018,10/11/2017,12.98
7824,9/10/2018,5/4/2019,3.03
7825,8/9/2018,5/7/2019,15.77
7826,11/19/2018,12/20/2017,2.21
7827,10/29/2018,5/12/2018,4.22
7828,4/7/2018,4/27/2018,13.42
7829,10/31/2018,5/28/2017,15.54
7830,11/5/2018,8/21/2017,8.94
7831,2/4/2018,5/10/2018,0.32
7832,5/28/2018,12/21/2017,19.63
7833,5/29/2018,12/25/2017,17.60
7834,9/23/2018,1/10/2018,7.87
7835,4/3/2018,8/3/2017,13.03
7836,10/11/2018,5/15/2018,5.89
7837,4/3/2018,6/9/2018,7.79
7838,7/14/2018,2/6/2018,11.65
7839,1/7/2018,11/21/2018,5.45
7840,5/1/2018,7/26/2018,17.80
7841,2/13/2018,4/8/2018,9.63
7842,1/30/2018,2/16/2019,13.43
7843,1/20/2018,3/30/2018,10.33
7844,5/23/2018,6/3/2018,8.72
7845,6/25/2018,2/13/2018,11.94
7846,6/15/2018,11/13/2018,8.80
7847,3/1/2018,10/19/2017,1.11
7848,10/29/2018,3/15/2019,11.40
7849,8/24/2018,1/15/2019,1.00
7850,7/12/2018,6/20/2018,8.04
7851,7/29/2018,6/16/2017,11.20
7852,5/15/2018,7/29/2017,5.95
7853,11/14/2018,6/17/2018,7.30
7854,3/26/2018,12/8/2018,11.06
7855,11/18/2018,7/29/2018,10.91
7856,9/13/2018,7/26/2017,18.94
7857,6/1/2018,4/13/2019,5.13
7858,4/23/2018,5/9/2019,9.72
7859,8/15/2018,6/17/2018,8.10
7860,5/16/2018,8/4/2018,17.98
7861,1/31/2018,7/14/2018,9.08
7862,8/3/2018,11/30/2017,14.37
7863,10/27/2018,10/29/2018,12.08
7864,2/17/2018,8/23/2018,18.03
7865,11/23/2018,4/18/2018,6.13
7866,7/19/2018,7/17/2017,13.41
7867,10/30/2018,4/3/2019,11.13
7868,7/20/2018,3/6/2018,13.57
7869,8/1/2018,5/4/2018,8.74
7870,1/23/2018,8/21/2017,8.20
7871,4/21/2018,6/12/2018,2.10
7872,9/17/2018,12/7/2018,18.11
7873,10/8/2018,7/8/2017,10.56
7874,3/29/2018,11/14/2017,19.86
7875,3/3/2018,4/19/2019,14.39
7876,10/2/2018,2/3/2018,2.87
7877,4/22/2018,1/19/2019,16.56
7878,5/28/2018,3/30/2019,17.96
7879,11/21/2018,11/10/2018,2.83
7880,6/9/2018,6/8/2018,10.65
7881,10/21/2018,4/10/2019,7.66
7882,4/10/2018,3/8/2019,16.63
7883,7/20/2018,7/19/2017,10.23
7884,4/10/2018,7/15/2017,4.02
7885,10/22/2018,6/16/2018,3.90
7886,8/18/2018,6/22/2017,1.80
7887,5/11/2018,2/11/2018,2.88
7888,8/14/2018,11/13/2018,9.03
7889,11/23/2018,6/17/2018,3.00
7890,8/15/2018,8/26/2018,2.13
7891,6/7/2018,11/1/2017,2.50
7892,5/1/2018,1/11/2019,11.90
7893,11/11/2018,10/13/2017,3.58
7894,8/2/2018,6/30/2018,8.57
7895,1/8/2018,8/31/2018,11.99
7896,10/23/2018,10/4/2017,2.77
7897,6/12/2018,2/8/2019,9.12
7898,5/16/2018,2/20/2019,9.75
7899,6/19/2018,10/4/2018,2.74
7900,2/12/2018,7/23/2017,16.06
7901,3/22/2018,7/20/2018,6.08
7902,11/20/2018,12/2/2017,17.65
7903,2/27/2018,5/21/2017,18.35
7904,9/8/2018,5/28/2018,11.98
7905,10/23/2018,12/7/2018,7.91
7906,5/24/2018,3/2/2019,9.04
7907,6/30/2018,1/17/2018,17.79
7908,7/16/2018,11/25/2018,19.46
7909,7/31/2018,3/26/2019,10.70
7910,3/25/2018,4/6/2018,14.41
7911,2/23/2018,1/7/2018,8.80
7912,10/10/2018,3/11/2018,1.64
7913,2/18/2018,6/19/2018,8.76
7914,5/29/2018,12/22/2017,13.68
7915,5/10/2018,2/3/2019,2.44
7916,3/11/2018,12/5/2017,0.38
7917,7/2/2018,2/3/2018,13.15
7918,3/25/2018,11/18/2017,5.82
7919,4/13/2018,6/29/2018,5.54
7920,11/1/2018,8/23/2017,6.50
7921,3/10/2018,10/11/2017,16.87
7922,11/14/2018,7/9/2017,1.18
7923,4/13/2018,11/11/2017,4.99
7924,8/26/2018,8/9/2018,16.64
7925,7/29/2018,7/21/2018,5.82
7926,3/6/2018,10/8/2017,14.07
7927,2/10/2018,9/14/2017,12.97
7928,10/15/2018,6/24/2018,11.34
7929,4/28/2018,12/28/2018,12.04
7930,1/26/2018,6/4/2018,4.52
7931,10/23/2018,4/17/2019,12.90
7932,11/30/2018,10/31/2018,0.10
7933,1/4/2018,3/3/2019,18.11
7934,2/2/2018,4/16/2018,9.61
7935,8/8/2018,6/20/2017,0.94
7936,5/10/2018,6/2/2018,7.94
7937,7/1/2018,12/31/2018,18.61
7938,8/28/2018,4/10/2018,10.10
7939,3/17/2018,10/30/2018,10.77
7940,10/5/2018,7/11/2017,17.41
7941,1/16/2018,10/27/2017,13.20
7942,8/17/2018,10/23/2018,15.53
7943,5/27/2018,12/9/2018,7.69
7944,1/23/2018,6/30/2017,15.56
7945,5/7/2018,7/25/2017,16.24
7946,5/11/2018,5/1/2019,12.27
7947,5/17/2018,8/30/2017,4.31
7948,2/13/2018,9/13/2017,1.99
7949,9/23/2018,12/22/2017,2.40
7950,1/22/2018,9/8/2017,3.72
7951,2/9/2018,8/11/2017,3.99
7952,11/21/2018,4/28/2018,14.90
7953,11/23/2018,11/14/2017,1.30
7954,11/3/2018,2/14/2019,19.16
7955,2/1/2018,3/24/2018,0.34
7956,11/5/2018,11/12/2018,5.86
7957,5/16/2018,7/14/2017,14.35
7958,2/25/2018,12/30/2018,8.41
7959,2/23/2018,2/16/2018,12.43
7960,9/30/2018,11/24/2018,1.46
7961,7/12/2018,9/26/2017,9.47
7962,7/13/2018,10/15/2018,10.95
7963,11/8/2018,6/13/2018,15.72
7964,3/9/2018,1/17/2019,10.32
7965,7/31/2018,2/2/2019,8.19
7966,3/13/2018,6/10/2018,3.57
7967,11/26/2018,12/3/2017,0.24
7968,10/21/2018,1/3/2018,9.80
7969,9/14/2018,5/24/2018,8.86
7970,7/14/2018,1/18/2018,17.22
7971,10/8/2018,1/4/2018,15.19
7972,7/9/2018,12/21/2018,4.25
7973,1/31/2018,9/11/2018,17.04
7974,5/14/2018,4/17/2019,5.75
7975,3/10/2018,12/20/2017,3.46
7976,8/7/2018,8/26/2017,10.29
7977,7/17/2018,12/21/2018,8.12
7978,8/21/2018,6/25/2017,17.31
7979,7/4/2018,2/23/2018,1.95
7980,11/1/2018,9/11/2017,8.70
7981,11/5/2018,11/28/2018,11.39
7982,5/30/2018,11/10/2018,7.27
7983,10/7/2018,10/19/2017,6.30
7984,9/10/2018,2/22/2018,12.83
7985,6/3/2018,5/22/2018,4.82
7986,6/17/2018,2/5/2019,16.48
7987,6/7/2018,8/27/2018,16.52
7988,7/25/2018,1/1/2019,18.95
7989,9/21/2018,12/25/2018,6.72
7990,11/8/2018,2/3/2018,1.11
7991,4/12/2018,10/12/2017,6.08
7992,1/12/2018,10/4/2018,9.92
7993,6/16/2018,7/25/2018,3.60
7994,1/30/2018,9/2/2018,6.43
7995,11/30/2018,10/2/2018,9.20
7996,7/2/2018,8/7/2018,2.25
7997,6/29/2018,5/20/2017,5.66
7998,9/21/2018,3/25/2019,8.60
7999,5/24/2018,6/29/2017,4.78
8000,8/25/2018,3/3/2019,4.95
8001,4/19/2018,3/17/2018,4.42
8002,7/27/2018,1/5/2019,13.77
8003,4/20/2018,4/14/2019,2.48
8004,4/7/2018,12/10/2017,11.31
8005,11/4/2018,9/14/2017,5.82
8006,7/27/2018,8/20/2018,16.18
8007,8/28/2018,8/27/2017,4.63
8008,9/12/2018,1/26/2019,6.36
8009,1/23/2018,2/3/2019,17.50
8010,1/3/2018,7/23/2018,13.35
8011,6/6/2018,6/29/2017,12.86
8012,2/27/2018,8/13/2017,17.34
8013,9/15/2018,8/21/2018,15.78
8014,11/2/2018,3/2/2019,5.16
8015,2/21/2018,1/15/2018,5.67
8016,5/19/2018,7/15/2018,19.95
8017,10/10/2018,4/13/2019,11.33
8018,2/13/2018,10/7/2017,8.56
8019,9/26/2018,2/14/2018,7.03
8020,7/6/2018,1/3/2018,0.61
8021,8/31/2018,6/22/2018,2.47
8022,3/6/2018,9/7/2017,9.50
8023,7/12/2018,12/7/2018,8.24
8024,1/21/2018,1/17/2019,11.03
8025,2/8/2018,1/19/2019,3.74
8026,11/6/2018,6/14/2017,3.94
8027,10/16/2018,3/14/2018,11.25
8028,4/12/2018,3/1/2018,14.40
8029,11/18/2018,1/7/2018,15.20
8030,1/8/2018,9/18/2017,10.24
8031,3/13/2018,4/2/2018,2.04
8032,8/13/2018,5/1/2019,11.93
8033,8/3/2018,11/7/2017,5.81
8034,7/12/2018,10/6/2017,4.19
8035,10/7/2018,6/6/2018,12.62
8036,8/22/2018,7/29/2018,13.98
8037,5/17/2018,4/26/2018,11.58
8038,9/20/2018,7/24/2017,18.00
8039,4/16/2018,8/11/2017,17.67
8040,2/23/2018,12/11/2018,4.58
8041,1/21/2018,1/21/2019,9.71
8042,2/26/2018,9/21/2018,4.83
8043,10/27/2018,3/24/2018,11.61
8044,1/29/2018,4/6/2019,15.55
8045,11/21/2018,5/24/2018,11.81
8046,9/21/2018,9/29/2018,12.66
8047,6/20/2018,8/23/2018,14.29
8048,4/5/2018,2/1/2019,7.91
8049,10/17/2018,1/5/2019,12.04
8050,9/20/2018,6/18/2017,10.70
8051,3/26/2018,6/7/2018,11.54
8052,4/6/2018,12/16/2018,1.05
8053,3/25/2018,5/19/2018,12.55
8054,1/28/2018,9/10/2018,5.14
8055,7/18/2018,11/24/2018,6.19
8056,1/26/2018,4/13/2018,15.12
8057,6/18/2018,4/25/2018,1.25
8058,10/23/2018,4/21/2018,18.16
8059,11/24/2018,5/2/2018,4.73
8060,7/18/2018,8/29/2018,11.44
8061,6/14/2018,12/25/2017,0.64
8062,11/25/2018,8/26/2017,10.55
8063,11/16/2018,9/11/2018,5.49
8064,10/20/2018,9/22/2018,2.50
8065,5/14/2018,11/15/2018,0.11
8066,5/11/2018,5/5/2018,8.40
8067,3/18/2018,12/1/2018,19.84
8068,8/19/2018,9/8/2017,12.70
8069,1/3/2018,7/29/2017,0.92
8070,2/6/2018,12/7/2017,16.33
8071,1/14/2018,3/21/2018,17.21
8072,2/5/2018,3/2/2018,8.75
8073,8/13/2018,11/10/2018,15.79
8074,11/21/2018,9/19/2018,15.38
8075,2/5/2018,1/6/2019,6.08
8076,9/30/2018,9/15/2018,8.80
8077,7/1/2018,11/10/2017,1.71
8078,11/9/2018,9/7/2018,4.92
8079,9/2/2018,5/1/2019,12.89
8080,11/13/2018,1/18/2019,10.83
8081,7/18/2018,9/4/2017,8.94
8082,4/14/2018,7/7/2017,2.34
8083,11/19/2018,11/27/2018,4.26
8084,9/30/2018,1/16/2018,10.40
8085,4/13/2018,7/15/2018,17.73
8086,7/3/2018,2/8/2019,17.74
8087,3/16/2018,8/19/2017,3.32
8088,4/29/2018,6/14/2017,12.76
8089,5/20/2018,10/22/2018,10.98
8090,1/30/2018,9/30/2017,10.07
8091,4/17/2018,2/18/2018,3.89
8092,8/17/2018,1/6/2018,8.86
