ID,Datum oddaje,teza
7452,1/16/2018,13.70
7453,11/28/2018,16.96
7454,8/28/2017,2.64
7455,5/10/2019,15.23
7456,8/13/2018,17.35
7457,6/9/2017,17.06
7458,12/29/2018,4.61
7459,1/18/2018,19.54
7460,11/29/2017,19.40
7461,10/31/2017,5.30
7462,10/28/2018,0.37
7463,11/28/2018,0.19
7464,10/7/2017,5.35
7465,3/25/2019,3.60
7466,12/31/2017,3.14
7467,6/27/2018,16.86
7468,2/27/2018,12.25
7469,10/20/2017,10.52
7470,5/20/2017,11.03
7471,3/18/2019,9.72
7472,2/7/2019,17.70
7473,5/11/2018,19.73
7474,4/2/2019,4.29
7475,1/9/2018,15.33
7476,10/21/2018,4.54
7477,9/13/2018,1.65
7478,10/7/2018,7.49
7479,3/12/2019,4.58
7480,3/23/2018,5.00
7481,4/29/2019,9.45
7482,5/1/2019,17.22
7483,8/25/2018,8.20
7484,12/8/2017,1.33
7485,4/28/2018,4.44
7486,5/4/2018,14.20
7487,4/23/2018,11.54
7488,9/18/2018,1.98
7489,9/10/2018,12.55
7490,3/6/2019,15.45
7491,12/11/2017,11.13
7492,11/17/2018,9.97
7493,8/27/2018,11.24
7494,11/26/2018,9.78
7495,7/18/2017,4.00
7496,3/13/2018,5.76
7497,4/22/2019,17.51
7498,4/16/2018,4.90
7499,3/4/2018,1.92
7500,5/19/2018,6.97
7501,5/19/2017,6.88
7502,11/18/2017,12.30
7503,5/13/2019,14.56
7504,12/25/2018,10.86
7505,2/5/2019,12.18
7506,3/14/2018,8.06
7507,9/5/2017,2.69
7508,4/15/2018,10.77
7509,4/23/2019,19.61
7510,7/18/2018,13.45
7511,1/30/2018,19.43
7512,1/16/2018,5.81
7513,4/14/2019,15.52
7514,8/19/2017,16.54
7515,1/12/2019,13.67
7516,11/21/2018,15.68
7517,11/24/2018,10.83
7518,3/1/2019,16.29
7519,6/28/2017,7.64
7520,8/27/2017,8.36
7521,11/17/2017,2.64
7522,6/27/2018,18.58
7523,5/8/2018,17.76
7524,11/28/2018,6.81
7525,9/11/2018,0.15
7526,6/30/2017,0.53
7527,1/2/2019,19.04
7528,1/20/2018,6.55
7529,8/12/2017,12.16
7530,7/12/2018,11.17
7531,2/18/2018,16.57
7532,1/15/2019,13.18
7533,1/6/2019,11.13
7534,2/5/2019,9.36
7535,3/19/2018,1.69
7536,2/6/2019,15.05
7537,11/16/2017,11.49
7538,11/25/2018,0.99
7539,2/11/2019,7.32
7540,5/20/2018,7.62
7541,1/11/2019,2.07
7542,6/22/2017,9.01
7543,11/26/2018,19.38
7544,2/20/2018,14.27
7545,2/20/2019,5.09
7546,8/1/2018,11.36
7547,12/5/2018,11.00
7548,8/2/2017,15.87
7549,9/30/2018,0.52
7550,4/29/2018,4.82
7551,1/6/2019,12.67
7552,1/26/2019,8.29
7553,3/2/2018,12.10
7554,3/29/2019,2.94
7555,3/2/2018,5.48
7556,1/20/2019,1.27
7557,10/21/2017,18.76
7558,4/7/2019,13.58
7559,9/12/2017,10.13
7560,12/8/2017,7.11
7561,3/5/2019,8.08
7562,1/21/2019,18.34
7563,8/8/2017,8.72
7564,6/3/2017,9.94
7565,6/26/2017,17.65
7566,9/4/2017,15.75
7567,5/17/2019,11.45
7568,10/10/2017,6.24
7569,5/12/2019,16.41
7570,11/22/2017,7.02
7571,11/28/2017,18.56
7572,3/20/2018,15.94
7573,11/19/2018,19.41
7574,6/26/2018,6.39
7575,9/7/2018,12.06
7576,6/15/2017,11.05
7577,7/31/2017,13.07
7578,11/5/2018,12.64
7579,5/16/2019,5.43
7580,3/10/2019,1.18
7581,5/22/2017,7.61
7582,1/22/2019,6.52
7583,12/8/2017,16.73
7584,9/27/2018,10.77
7585,2/3/2018,0.88
7586,2/5/2019,16.75
7587,4/9/2018,4.83
7588,6/19/2017,0.54
7589,8/28/2017,5.48
7590,7/12/2017,1.61
7591,10/4/2018,10.16
7592,8/16/2017,12.55
7593,5/3/2018,17.88
7594,10/29/2017,10.18
7595,6/1/2017,17.73
7596,1/24/2018,8.05
7597,7/2/2017,1.69
7598,8/23/2018,19.70
7599,8/1/2017,12.92
7600,2/23/2019,13.11
7601,12/20/2017,3.00
7602,2/8/2018,4.54
7603,11/21/2018,14.93
7604,3/27/2019,16.07
7605,5/30/2018,15.10
7606,3/13/2018,1.85
7607,11/10/2017,18.14
7608,6/10/2018,15.78
7609,12/18/2018,13.99
7610,9/29/2018,13.39
7611,6/10/2017,18.74
7612,3/16/2019,15.28
7613,6/7/2018,12.05
7614,5/10/2018,9.90
7615,6/4/2018,6.96
7616,5/1/2018,4.86
7617,7/5/2017,15.04
7618,6/1/2017,3.98
7619,11/4/2017,17.81
7620,2/2/2018,10.22
7621,3/25/2019,15.93
7622,5/7/2018,4.18
7623,10/9/2017,3.95
7624,1/22/2019,8.93
7625,4/22/2018,13.38
7626,11/10/2017,18.49
7627,8/24/2018,16.67
7628,6/3/2018,2.25
7629,10/31/2018,6.32
7630,10/10/2018,6.65
7631,4/14/2019,13.32
7632,12/2/2017,7.96
7633,10/27/2017,6.08
7634,11/1/2018,5.30
7635,10/20/2018,18.82
7636,8/14/2018,3.30
7637,1/9/2019,0.57
7638,6/6/2018,8.63
7639,2/22/2019,15.19
7640,8/21/2018,7.08
7641,11/30/2018,19.20
7642,7/23/2017,0.87
7643,3/13/2018,3.13
7644,12/13/2017,14.08
7645,6/15/2017,9.95
7646,7/3/2017,2.36
7647,4/1/2019,12.30
7648,7/31/2017,7.89
7649,7/11/2017,5.36
7650,4/7/2019,17.15
7651,12/19/2018,1.75
7652,12/23/2018,10.57
7653,5/4/2019,16.95
7654,11/21/2017,12.27
7655,3/26/2019,12.27
7656,3/3/2018,0.21
7657,8/18/2018,2.56
7658,8/31/2017,2.79
7659,4/25/2019,5.74
7660,10/6/2018,12.11
7661,11/14/2018,7.13
7662,12/24/2018,4.30
7663,11/26/2017,7.28
7664,7/31/2018,14.54
7665,11/18/2017,6.73
7666,3/11/2018,6.02
7667,2/16/2018,13.15
7668,1/12/2018,14.11
7669,11/8/2018,16.18
7670,12/17/2017,4.97
7671,6/15/2017,15.99
7672,3/18/2018,10.70
7673,12/31/2017,17.96
7674,8/29/2018,5.51
7675,12/30/2018,5.80
7676,9/17/2018,10.89
7677,5/7/2018,5.07
7678,11/12/2017,4.75
7679,2/10/2018,0.69
7680,1/15/2018,18.89
7681,7/18/2018,6.79
7682,12/3/2017,3.30
7683,4/17/2019,14.53
7684,11/9/2017,6.67
7685,9/12/2017,13.45
7686,3/11/2018,6.59
7687,9/18/2018,18.90
7688,10/11/2017,8.27
7689,4/16/2018,18.33
7690,10/11/2017,18.05
7691,7/10/2017,10.86
7692,8/18/2018,18.57
7693,7/20/2017,9.89
7694,11/2/2017,5.91
7695,8/28/2017,18.39
7696,10/21/2017,8.41
7697,11/28/2017,14.60
7698,1/27/2019,17.16
7699,9/27/2018,10.08
7700,11/2/2017,19.05
7701,4/8/2018,8.96
7702,12/24/2017,10.36
7703,4/25/2019,12.47
7704,6/23/2017,13.50
7705,3/30/2019,3.79
7706,9/3/2017,2.43
7707,9/12/2018,8.17
7708,12/27/2018,10.85
7709,4/27/2019,13.56
7710,4/14/2018,1.70
7711,6/2/2018,1.98
7712,10/23/2017,11.79
7713,8/5/2017,8.23
7714,8/14/2018,4.16
7715,12/11/2018,8.94
7716,12/30/2018,7.33
7717,9/5/2018,17.41
7718,1/17/2018,13.52
7719,8/9/2018,16.26
7720,5/6/2018,15.73
7721,8/1/2017,17.34
7722,7/1/2017,15.20
7723,2/23/2019,5.92
7724,10/22/2018,19.39
7725,10/13/2017,3.45
7726,3/17/2018,16.25
7727,11/7/2018,3.23
7728,11/17/2018,10.10
7729,1/8/2018,12.21
7730,6/20/2017,7.46
7731,3/28/2019,4.49
7732,11/4/2018,1.49
7733,5/20/2018,12.97
7734,9/1/2017,2.50
7735,11/29/2018,11.05
7736,7/7/2018,3.56
7737,4/20/2019,16.23
7738,9/29/2017,9.04
7739,12/29/2018,2.70
7740,6/26/2018,11.78
7741,1/25/2019,2.62
7742,7/24/2017,10.18
7743,10/4/2017,2.52
7744,3/7/2019,9.98
7745,3/18/2019,8.56
7746,8/3/2017,18.33
7747,5/30/2018,1.95
7748,8/7/2018,10.76
7749,1/18/2019,17.98
7750,1/24/2019,18.27
7751,12/31/2017,14.30
7752,12/31/2017,3.80
7753,6/5/2017,19.48
7754,3/3/2019,17.53
7755,7/2/2017,3.68
7756,12/30/2017,13.71
7757,1/3/2019,12.32
7758,12/19/2017,18.95
7759,5/18/2018,16.99
7760,3/20/2019,16.57
7761,4/25/2019,4.37
7762,3/25/2018,3.25
7763,11/16/2017,5.56
7764,12/24/2018,7.30
7765,3/27/2018,6.91
7766,9/24/2017,16.23
7767,12/14/2017,5.12
7768,10/13/2018,5.73
7769,9/22/2018,16.44
7770,1/4/2018,7.46
7771,3/30/2018,11.97
7772,1/12/2018,14.75
7773,5/11/2018,13.67
7774,8/15/2018,14.41
7775,3/6/2018,7.23
7776,10/12/2017,18.23
7777,8/21/2018,13.71
7778,3/22/2018,9.35
7779,1/19/2018,2.93
7780,4/28/2019,18.38
7781,7/2/2018,17.18
7782,8/2/2018,10.32
7783,6/15/2018,15.13
7784,11/20/2017,3.17
7785,1/13/2018,12.70
7786,3/20/2019,2.83
7787,5/1/2018,3.60
7788,1/9/2019,16.20
7789,9/13/2017,16.30
7790,9/4/2018,14.04
7791,11/12/2018,19.95
7792,2/25/2019,5.45
7793,3/29/2018,4.68
7794,5/10/2018,1.45
7795,12/6/2017,1.64
7796,8/28/2017,4.77
7797,2/18/2018,13.03
7798,4/3/2018,14.54
7799,1/2/2019,11.00
7800,6/3/2017,11.22
7801,10/22/2017,15.88
7802,2/4/2019,15.24
7803,9/20/2017,16.83
7804,6/20/2018,6.58
7805,2/2/2018,12.73
7806,4/4/2018,10.94
7807,1/16/2018,2.97
7808,5/11/2018,16.82
7809,4/12/2019,4.25
7810,11/3/2017,15.66
7811,6/13/2017,5.16
7812,12/26/2018,13.48
7813,3/4/2018,14.22
7814,1/5/2019,12.61
7815,6/4/2017,1.50
7816,5/25/2018,19.85
7817,1/14/2019,4.96
7818,7/19/2018,2.71
7819,7/1/2017,5.45
7820,2/5/2018,6.34
7821,12/24/2018,12.44
7822,3/31/2019,3.54
7823,3/3/2018,8.80
7824,11/9/2017,2.85
7825,9/22/2017,8.97
7826,10/24/2017,16.62
7827,9/7/2017,5.48
7828,9/18/2017,16.08
7829,2/17/2018,5.50
7830,5/25/2018,11.30
7831,5/31/2018,2.89
7832,9/22/2018,3.60
7833,6/30/2018,9.40
7834,12/28/2018,14.39
7835,3/9/2018,19.65
7836,8/16/2017,8.45
7837,11/29/2017,2.90
7838,9/14/2018,5.98
7839,5/4/2019,3.17
7840,12/28/2018,3.73
7841,2/24/2019,7.00
7842,1/1/2018,1.88
7843,12/29/2018,3.80
7844,6/23/2018,7.81
7845,5/1/2019,2.74
7846,1/24/2018,5.80
7847,4/27/2019,13.65
7848,7/16/2017,5.50
7849,3/5/2019,5.73
7850,8/10/2018,15.30
7851,4/21/2019,14.64
7852,4/8/2018,12.29
7853,10/17/2017,18.47
7854,10/31/2018,4.92
7855,11/18/2017,4.39
7856,2/18/2019,17.46
7857,9/20/2017,6.34
7858,8/4/2017,2.57
7859,4/20/2019,7.60
7860,6/30/2018,18.69
7861,5/8/2018,11.77
7862,9/28/2017,5.02
7863,12/1/2017,8.78
7864,1/5/2018,14.10
7865,4/15/2018,14.45
7866,4/22/2018,19.61
7867,9/1/2018,0.19
7868,11/4/2018,3.10
7869,11/27/2018,4.86
7870,11/22/2018,10.18
7871,12/29/2017,16.69
7872,5/28/2017,15.32
7873,4/12/2019,17.09
7874,11/17/2017,14.57
7875,4/6/2018,14.06
7876,8/3/2018,10.34
7877,5/22/2017,18.43
7878,12/3/2018,5.76
7879,1/4/2019,6.01
7880,4/16/2019,18.60
7881,1/17/2018,12.71
7882,11/16/2018,14.52
7883,12/19/2017,11.21
7884,9/20/2017,6.74
7885,6/3/2017,13.57
7886,3/4/2018,16.04
7887,3/15/2018,18.96
7888,12/20/2018,12.26
7889,2/17/2018,8.19
7890,8/5/2018,5.93
7891,5/19/2017,6.34
7892,8/14/2017,7.09
7893,12/25/2017,16.22
7894,4/20/2018,3.54
7895,10/16/2017,11.09
7896,5/29/2018,13.75
7897,2/9/2018,7.52
7898,5/12/2019,8.96
7899,2/12/2018,16.75
7900,1/20/2019,3.64
7901,2/17/2018,1.25
7902,1/20/2019,13.40
7903,3/11/2018,9.39
7904,12/3/2018,16.01
7905,9/11/2017,2.14
7906,11/6/2018,11.48
7907,5/30/2017,8.11
7908,10/2/2017,18.29
7909,9/4/2018,5.26
7910,3/12/2018,0.87
7911,4/3/2019,6.35
7912,9/22/2017,11.64
7913,9/16/2018,16.54
7914,7/23/2017,16.87
7915,6/21/2017,15.18
7916,3/9/2018,11.10
7917,3/23/2019,7.67
7918,1/12/2018,19.03
7919,12/1/2018,8.39
7920,7/5/2018,11.22
7921,1/15/2018,4.03
7922,1/14/2019,4.25
7923,7/21/2018,13.82
7924,9/13/2017,3.48
7925,8/12/2018,5.66
7926,7/31/2018,4.15
7927,10/8/2017,12.14
7928,1/24/2018,19.88
7929,8/17/2017,4.00
7930,6/29/2017,3.35
7931,3/13/2019,15.59
7932,12/10/2017,8.15
7933,5/16/2019,12.81
7934,3/4/2018,5.36
7935,4/5/2018,13.90
7936,8/25/2017,15.22
7937,8/16/2018,0.10
7938,7/20/2018,13.67
7939,6/15/2017,11.86
7940,3/30/2018,11.87
7941,8/24/2017,19.24
7942,11/29/2018,7.33
7943,10/27/2017,13.29
7944,2/6/2019,18.64
7945,10/17/2017,0.10
7946,8/7/2017,7.73
7947,3/19/2019,6.16
7948,4/13/2019,19.69
7949,7/20/2018,5.21
7950,8/22/2018,3.04
7951,8/20/2018,12.94
7952,7/19/2018,17.46
7953,11/17/2017,16.63
7954,5/19/2017,18.42
7955,7/24/2017,1.01
7956,2/3/2018,12.06
7957,9/18/2018,15.48
7958,8/21/2017,11.70
7959,9/3/2017,10.34
7960,7/21/2017,10.34
7961,12/3/2018,3.52
7962,4/18/2018,8.50
7963,4/18/2019,15.90
7964,10/19/2018,7.54
7965,5/22/2018,18.92
7966,11/27/2018,18.72
7967,7/16/2017,1.32
7968,10/31/2018,15.24
7969,12/4/2017,7.97
7970,8/24/2018,0.56
7971,9/27/2018,4.80
7972,9/28/2018,7.20
7973,6/25/2017,14.24
7974,3/3/2018,7.29
7975,5/16/2019,13.62
7976,6/23/2017,10.29
7977,5/1/2019,6.15
7978,2/13/2019,6.84
7979,5/26/2018,9.54
7980,10/20/2018,1.87
7981,6/24/2018,5.18
7982,9/12/2018,8.06
7983,1/11/2018,14.46
7984,7/1/2017,6.45
7985,6/23/2017,11.43
7986,2/19/2019,15.49
7987,10/24/2017,1.58
7988,1/14/2019,2.42
7989,2/13/2018,19.77
7990,2/2/2019,13.68
7991,3/30/2018,5.49
7992,3/28/2018,9.61
7993,1/12/2019,12.00
7994,8/5/2018,12.56
7995,7/19/2017,3.66
7996,5/5/2019,12.40
7997,2/28/2018,1.82
7998,9/6/2017,2.99
7999,6/22/2018,17.17
8000,9/23/2017,9.37
8001,7/7/2018,14.74
8002,10/2/2017,0.33
8003,4/17/2019,3.94
8004,6/10/2017,6.76
8005,8/8/2017,15.52
8006,2/12/2018,15.51
8007,10/18/2018,11.24
8008,8/4/2018,11.62
8009,10/23/2018,11.14
8010,6/26/2018,9.23
8011,2/21/2019,9.28
8012,6/29/2018,19.63
8013,4/17/2019,6.58
8014,2/14/2018,10.29
8015,7/20/2018,2.15
8016,11/7/2017,18.62
8017,8/30/2017,13.27
8018,8/28/2017,2.35
8019,2/2/2018,19.60
8020,12/31/2017,5.17
8021,8/8/2017,14.62
8022,7/18/2018,8.59
8023,12/29/2017,2.77
8024,12/4/2018,5.14
8025,1/22/2019,8.27
8026,11/3/2017,19.73
8027,7/31/2017,14.93
8028,5/23/2017,7.72
8029,2/8/2018,0.99
8030,6/2/2017,9.16
8031,11/15/2017,18.10
8032,8/20/2017,11.30
8033,10/12/2018,16.08
8034,7/18/2018,1.79
8035,11/13/2018,1.70
8036,7/4/2017,12.58
8037,9/16/2017,11.17
8038,4/9/2018,18.15
8039,3/15/2018,8.37
8040,5/9/2019,6.32
8041,12/31/2018,8.48
8042,5/3/2019,1.87
8043,1/8/2019,4.23
8044,10/2/2018,1.28
8045,10/14/2017,18.05
8046,6/2/2018,12.93
8047,6/18/2017,4.13
8048,3/15/2019,15.31
8049,1/15/2019,5.81
8050,8/27/2018,7.96
8051,1/27/2019,9.87
8052,11/29/2017,19.34
8053,1/6/2019,4.65
8054,6/24/2018,2.94
8055,9/21/2018,5.97
8056,1/15/2018,15.22
8057,12/3/2017,7.87
8058,1/7/2019,0.22
8059,6/11/2018,5.79
8060,11/6/2017,10.78
8061,4/20/2019,5.76
8062,1/21/2019,5.50
8063,10/28/2018,9.90
8064,3/9/2019,5.21
8065,5/29/2018,4.25
8066,1/8/2018,18.88
8067,12/4/2017,3.63
8068,3/28/2019,4.61
8069,6/29/2018,0.89
8070,7/23/2017,0.89
8071,2/5/2019,14.93
8072,12/28/2017,11.20
8073,4/4/2019,15.78
8074,3/10/2018,3.84
8075,10/23/2017,1.63
8076,9/25/2018,8.07
8077,5/4/2018,12.65
8078,1/17/2019,1.39
8079,4/14/2018,19.44
8080,11/3/2018,16.41
8081,8/7/2018,13.69
8082,3/15/2019,11.87
8083,6/14/2017,9.94
8084,6/15/2017,17.02
8085,8/6/2017,6.84
8086,7/31/2017,5.64
8087,8/16/2017,18.20
8088,9/23/2017,7.44
8089,5/22/2018,5.44
8090,9/10/2017,0.41
8091,12/3/2018,5.42
8092,1/6/2019,7.77
8093,3/7/2018,15.76
8094,7/3/2018,6.12
8095,10/19/2018,3.58
8096,5/22/2018,6.86
8097,9/18/2018,16.69
8098,9/21/2017,12.35
8099,4/18/2019,18.57
8100,6/21/2018,13.18
8101,6/11/2018,15.77
8102,8/14/2017,7.96
8103,3/29/2019,5.13
8104,12/9/2017,13.08
8105,9/3/2018,11.03
8106,9/2/2017,10.63
8107,9/17/2017,4.35
8108,11/18/2018,8.42
8109,4/1/2019,2.32
8110,11/2/2018,0.65
8111,7/29/2017,9.13
8112,1/13/2019,0.82
8113,10/4/2018,15.32
8114,2/12/2018,2.22
8115,6/7/2017,18.51
8116,7/20/2017,19.19
8117,9/13/2018,2.17
8118,3/12/2018,17.91
8119,10/10/2017,1.37
8120,4/22/2019,10.91
8121,5/19/2017,18.29
8122,2/21/2018,8.59
8123,4/16/2018,16.21
8124,2/8/2019,12.29
8125,12/16/2017,16.12
8126,11/28/2017,11.13
8127,1/1/2019,16.99
8128,9/14/2018,15.28
8129,1/20/2019,12.70
8130,11/3/2017,4.06
8131,8/27/2018,13.25
8132,4/7/2019,14.94
8133,10/18/2017,11.35
8134,7/31/2017,4.38
8135,8/3/2017,14.79
8136,10/26/2018,8.49
8137,3/10/2019,13.27
8138,7/4/2017,10.81
8139,9/14/2018,19.55
8140,4/22/2019,0.11
8141,9/24/2018,13.96
8142,11/23/2017,15.02
8143,11/14/2018,6.80
8144,8/31/2018,5.19
8145,7/1/2018,19.16
8146,3/9/2018,5.69
8147,5/14/2018,16.23
8148,3/28/2018,6.80
8149,7/6/2018,2.00
8150,6/27/2017,17.02
8151,9/20/2017,2.58
8152,6/3/2018,6.66
8153,6/24/2017,6.17
8154,3/31/2018,11.84
8155,10/6/2017,8.35
8156,5/14/2019,12.68
8157,3/23/2019,13.06
8158,3/12/2019,4.19
8159,12/2/2018,3.51
8160,9/20/2018,0.02
8161,4/2/2018,6.43
8162,2/25/2019,18.13
8163,10/8/2017,1.29
8164,6/18/2017,14.21
8165,12/7/2018,1.42
8166,8/4/2017,14.67
8167,11/7/2017,8.91
8168,3/23/2019,6.88
8169,1/27/2019,8.13
8170,8/30/2017,15.83
8171,9/23/2018,8.44
8172,4/10/2019,1.71
8173,1/3/2018,0.51
8174,2/27/2019,8.67
8175,12/31/2017,16.25
8176,2/23/2018,13.78
8177,8/22/2018,10.09
8178,1/26/2018,19.75
8179,9/3/2018,14.43
8180,10/1/2018,10.62
8181,3/12/2018,12.43
8182,7/27/2017,6.96
8183,10/25/2018,10.56
8184,2/3/2018,7.64
8185,12/25/2018,9.89
8186,7/8/2018,9.60
8187,9/14/2018,6.80
8188,11/25/2018,1.70
8189,8/8/2018,4.63
8190,12/2/2018,9.00
8191,5/28/2018,2.31
8192,3/15/2018,7.47
8193,1/8/2018,10.45
8194,12/28/2018,11.83
8195,8/3/2018,7.35
8196,7/23/2017,7.39
8197,7/22/2017,1.50
8198,9/10/2017,6.78
8199,6/6/2017,19.18
8200,4/13/2018,9.21
8201,6/6/2018,2.51
8202,3/3/2019,19.87
8203,8/23/2018,1.18
8204,7/27/2018,17.67
8205,11/24/2018,15.08
8206,6/9/2017,0.58
8207,1/24/2018,18.24
8208,10/2/2018,8.69
8209,4/6/2019,5.70
8210,8/19/2018,8.11
8211,8/3/2018,3.75
8212,10/12/2018,14.09
8213,3/26/2019,6.08
8214,3/5/2019,9.38
8215,1/16/2019,19.48
8216,5/3/2019,2.42
8217,4/2/2019,0.39
8218,3/14/2018,4.41
8219,1/14/2019,11.39
8220,5/18/2018,3.33
8221,1/17/2019,13.86
8222,7/2/2018,8.64
8223,4/14/2018,16.16
8224,9/28/2018,12.69
8225,12/4/2017,12.73
8226,2/8/2018,3.78
8227,1/21/2018,11.47
8228,9/10/2018,1.71
8229,2/16/2018,4.50
8230,10/29/2018,10.22
8231,7/28/2018,1.40
8232,9/7/2017,17.19
8233,6/9/2018,16.26
8234,1/5/2019,15.35
8235,8/28/2017,11.85
8236,9/19/2017,4.17
8237,1/17/2018,8.92
8238,5/24/2017,7.41
8239,3/18/2018,10.82
8240,1/19/2019,17.62
8241,8/26/2018,1.89
8242,8/7/2017,16.22
8243,5/2/2019,10.62
8244,3/31/2019,11.98
8245,2/8/2018,11.19
8246,5/18/2018,16.24
8247,1/15/2018,5.25
8248,12/30/2018,7.20
8249,5/29/2018,16.15
8250,6/1/2018,9.25
8251,4/20/2018,8.25
8252,5/2/2018,2.38
8253,6/28/2018,10.08
8254,10/7/2017,14.20
8255,9/30/2018,2.56
8256,8/30/2018,1.44
8257,10/7/2018,15.05
8258,10/15/2018,9.44
8259,10/4/2018,8.39
8260,1/1/2019,14.97
8261,6/23/2018,8.40
8262,10/20/2018,3.14
8263,5/26/2017,10.29
8264,4/15/2019,17.47
8265,1/6/2019,19.83
8266,1/17/2018,19.90
8267,2/7/2019,8.74
8268,8/1/2017,10.75
8269,7/22/2017,7.16
8270,5/16/2019,2.30
8271,7/15/2017,13.82
8272,4/15/2018,10.76
8273,11/26/2017,3.23
8274,4/28/2019,3.58
8275,8/17/2017,2.70
8276,3/14/2019,15.98
8277,5/13/2019,2.60
8278,7/9/2017,10.29
8279,6/5/2017,14.90
8280,9/30/2018,7.16
8281,2/15/2019,9.38
8282,8/11/2017,4.56
8283,11/18/2017,10.50
8284,9/30/2018,9.33
8285,7/8/2018,0.26
8286,11/7/2018,16.21
8287,12/15/2018,16.01
8288,4/1/2019,10.45
8289,1/5/2019,9.21
8290,9/22/2017,8.34
8291,4/30/2019,8.41
8292,1/28/2018,4.41
8293,12/24/2017,14.63
8294,12/26/2018,18.38
8295,11/27/2017,12.59
8296,12/9/2018,10.46
8297,6/9/2018,4.07
8298,4/22/2019,8.31
8299,2/14/2019,13.40
8300,10/4/2018,16.43
8301,7/11/2017,1.91
8302,10/31/2018,8.88
8303,9/29/2017,19.98
8304,4/3/2019,2.44
8305,8/4/2017,3.51
8306,6/3/2017,0.87
8307,12/14/2017,17.00
8308,9/18/2018,12.98
8309,8/6/2018,3.14
8310,2/23/2019,15.11
8311,11/28/2017,16.01
8312,2/5/2019,5.92
8313,8/12/2017,7.13
8314,9/29/2018,13.05
8315,5/7/2018,3.00
8316,9/4/2018,5.42
8317,10/29/2018,14.45
8318,1/17/2018,6.76
8319,1/5/2018,13.29
8320,11/12/2018,12.29
8321,11/19/2018,5.34
8322,8/20/2018,16.82
8323,4/30/2019,6.99
8324,10/22/2017,11.79
8325,12/31/2017,0.66
8326,9/5/2018,19.76
8327,3/25/2018,9.99
8328,8/11/2018,2.72
8329,6/16/2018,0.27
8330,7/15/2017,6.72
8331,6/24/2017,15.32
8332,3/17/2019,9.65
8333,7/16/2018,17.65
8334,12/1/2017,9.18
8335,3/4/2018,15.74
8336,1/15/2018,8.86
8337,8/26/2018,19.00
8338,12/6/2018,3.29
8339,2/16/2018,19.90
8340,12/9/2017,1.89
8341,1/17/2019,13.29
8342,1/1/2018,11.75
8343,5/19/2018,15.91
8344,1/14/2019,5.93
8345,2/24/2018,8.96
8346,10/5/2018,7.67
8347,9/18/2018,6.31
8348,5/30/2017,5.90
8349,3/12/2018,6.30
8350,10/15/2017,16.10
8351,7/10/2017,6.12
8352,10/6/2018,15.21
8353,5/24/2017,3.92
8354,9/13/2018,0.57
8355,11/30/2017,1.73
8356,9/3/2018,19.43
8357,1/12/2019,18.04
8358,10/9/2017,4.57
8359,1/12/2019,14.04
8360,1/15/2019,0.91
8361,5/9/2019,3.51
8362,4/15/2018,10.47
8363,3/27/2019,2.45
8364,5/15/2018,18.23
8365,11/27/2017,19.24
8366,7/28/2018,3.98
8367,2/1/2019,0.04
8368,12/5/2018,3.23
8369,9/23/2017,8.26
8370,10/25/2018,14.62
8371,5/14/2019,8.63
8372,1/3/2019,7.91
8373,6/10/2017,15.14
8374,4/7/2019,10.37
8375,8/9/2018,7.74
8376,4/25/2019,11.29
8377,12/20/2018,3.33
8378,2/16/2019,7.48
8379,5/14/2018,0.44
8380,11/14/2017,18.24
8381,8/24/2017,18.48
8382,3/4/2018,7.57
8383,12/22/2018,8.26
8384,9/4/2017,18.80
8385,8/4/2017,10.86
8386,8/4/2017,10.76
8387,1/24/2019,6.12
8388,8/14/2017,1.72
8389,1/20/2018,14.04
8390,2/26/2018,10.82
8391,7/25/2018,7.43
8392,12/15/2017,4.15
8393,3/3/2019,17.88
8394,7/17/2018,14.35
8395,6/27/2018,14.39
8396,11/22/2017,2.99
8397,3/30/2018,15.37
8398,3/30/2019,0.31
8399,4/16/2018,2.46
8400,12/11/2018,18.18
8401,10/28/2017,1.05
8402,3/6/2018,5.28
8403,11/2/2017,4.73
8404,2/4/2018,15.05
8405,9/15/2017,15.72
8406,3/3/2018,11.72
8407,3/7/2018,15.68
8408,6/27/2017,7.31
8409,10/3/2017,19.55
8410,6/7/2017,4.44
8411,5/14/2019,3.20
8412,8/6/2018,5.69
8413,12/22/2018,16.92
8414,9/27/2018,1.64
8415,6/11/2018,8.23
8416,4/22/2018,18.64
8417,7/21/2017,6.64
8418,7/6/2017,1.56
8419,3/5/2019,4.02
8420,10/5/2017,0.67
8421,7/23/2017,1.78
8422,2/19/2018,7.32
8423,11/25/2017,13.46
8424,11/30/2018,4.90
8425,11/3/2018,5.70
8426,8/12/2018,1.85
8427,1/9/2018,2.76
8428,7/27/2017,1.73
8429,9/2/2017,3.97
8430,10/15/2017,5.96
8431,6/15/2018,7.26
8432,12/26/2018,5.62
8433,3/7/2019,9.34
8434,11/10/2018,3.71
8435,8/24/2017,15.54
8436,7/22/2018,10.03
8437,11/10/2018,7.81
8438,12/19/2017,13.50
8439,6/21/2017,13.72
8440,3/8/2019,12.34
8441,1/1/2018,8.38
8442,1/26/2019,19.12
8443,1/24/2019,4.02
8444,3/18/2018,10.29
8445,4/9/2018,13.52
8446,7/30/2017,11.11
8447,1/19/2018,1.36
8448,2/11/2018,1.83
8449,6/17/2018,17.44
8450,4/13/2019,8.77
